Engagement_Score,Acquisition_Cost,Actual_ROI,Predicted_ROI,Residuals,Significant_Deviation,Campaign_ID
1,15658.0,7.68,5.00995377052185,2.6700462294781495,True,41822
2,16941.0,7.85,5.012433848496073,2.8375661515039265,True,59400
9,9688.0,2.01,4.989745023843684,-2.979745023843684,True,87750
8,5661.0,2.13,4.9804954822391165,-2.8504954822391166,True,130575
7,5626.0,8.0,4.981094227373739,3.018905772626261,True,50631
1,19845.0,2.33,5.020283123371797,-2.690283123371797,True,109312
3,13878.0,2.36,5.0041923197146545,-2.6441923197146546,True,65603
9,7188.0,7.67,4.983577509603209,2.686422490396791,True,191890
2,6709.0,7.72,4.987191446212658,2.7328085537873417,True,44254
8,12622.0,2.24,4.997668308890294,-2.7576683088902936,True,162981
9,7209.0,7.83,4.983629316722829,2.846370683277171,True,156708
5,14214.0,7.76,5.0036510529605955,2.7563489470394043,True,123869
2,18318.0,7.75,5.015830915339726,2.734169084660274,True,115371
9,8188.0,7.65,4.986044515299399,2.663955484700601,True,5641
2,6250.0,7.93,4.986059090598107,2.943940909401893,True,186765
8,13599.0,2.33,5.000078573455471,-2.670078573455471,True,82362
10,17949.0,2.21,5.009439867565919,-2.799439867565919,True,75709
10,12105.0,7.77,4.995022686277386,2.774977313722614,True,40053
2,6566.0,7.61,4.986838664398103,2.623161335601897,True,189391
9,15804.0,2.38,5.004833230681581,-2.624833230681581,True,50417
10,18873.0,7.73,5.011719380829199,2.7182806191708018,True,88723
2,7382.0,7.77,4.988851741046194,2.781148258953806,True,145271
1,9374.0,2.2,4.994451106726993,-2.794451106726993,True,34144
1,5289.0,7.83,4.984373388458057,2.8456266115419426,True,173538
1,12823.0,7.68,5.002959809373152,2.6770401906268475,True,113954
1,17204.0,2.32,5.01376776132816,-2.6937677613281603,True,34644
4,12030.0,7.73,4.998948202854106,2.731051797145894,True,180539
2,5673.0,7.62,4.9846356283114055,2.6353643716885946,True,126896
8,19373.0,2.22,5.014323064345271,-2.7943230643452712,True,127792
1,10144.0,2.01,4.99635070111306,-2.98635070111306,True,22393
10,8241.0,2.11,4.985490176267308,-2.875490176267308,True,66334
5,11466.0,7.6,4.996871721307466,2.603128278692534,True,171464
7,13923.0,7.91,5.001562973635026,2.9084370263649744,True,38864
10,16952.0,7.69,5.006980262886818,2.6830197371131828,True,185970
8,10874.0,7.84,4.993355982933354,2.8466440170666463,True,82364
1,17215.0,2.01,5.013794898390818,-3.003794898390818,True,43718
5,6726.0,2.07,4.9851781143075256,-2.9151781143075257,True,184634
8,15470.0,7.68,5.0046943411130425,2.6753056588869573,True,108811
10,14829.0,2.07,5.001742809793806,-2.9317428097938065,True,111654
10,12761.0,7.82,4.996641042014086,2.8233589579859144,True,149043
5,18536.0,7.74,5.014313451579528,2.725686548420472,True,66585
9,17284.0,2.31,5.008484399111942,-2.698484399111942,True,43144
8,12226.0,7.8,4.996691374634603,2.803308625365397,True,47339
7,17916.0,2.11,5.011413727379912,-2.901413727379912,True,33022
1,14881.0,7.66,5.008036907095911,2.651963092904089,True,11599
9,6711.0,2.34,4.9824007478861265,-2.6424007478861267,True,109196
2,10432.0,2.38,4.9963761084195735,-2.6163761084195736,True,157938
2,5371.0,7.95,4.983890592591156,2.966109407408844,True,142219
10,16690.0,7.61,5.006333907394416,2.603666092605584,True,96947
6,9299.0,7.94,4.990840629629833,2.9491593703701673,True,139878
9,9381.0,2.23,4.988987653094953,-2.758987653094953,True,174546
9,19121.0,2.28,5.013016288575843,-2.733016288575843,True,2676
3,15404.0,2.28,5.00795697040704,-2.7279569704070403,True,157954
5,16579.0,7.94,5.009485521432085,2.9305144785679156,True,148236
6,7395.0,2.01,4.9861434507842874,-2.9761434507842877,True,4196
3,18033.0,2.19,5.014442728382323,-2.8244427283823232,True,98784
7,15931.0,2.07,5.006516721072975,-2.9365167210729752,True,183831
10,9738.0,7.78,4.989183283794504,2.790816716205496,True,56687
7,15159.0,2.04,5.004612192675516,-2.9646121926755162,True,62528
2,16343.0,2.21,5.010958579089751,-2.800958579089751,True,62953
8,17818.0,7.9,5.010486870487696,2.889513129512304,True,65283
6,8525.0,2.32,4.988931167220982,-2.668931167220982,True,51134
9,9047.0,2.19,4.988163673192426,-2.7981636731924264,True,76741
1,17158.0,7.84,5.013654279066135,2.8263457209338645,True,140587
1,6844.0,2.19,4.988209582315633,-2.7982095823156334,True,108476
1,7682.0,7.64,4.99027693308904,2.6497230669109593,True,26974
1,16968.0,7.91,5.013185547983859,2.896814452016141,True,40765
2,18595.0,2.37,5.0165142759175705,-2.6465142759175704,True,179683
5,6142.0,7.88,4.9837373829809515,2.8962626170190484,True,26686
10,5930.0,7.78,4.979788926103413,2.8002110738965875,True,6011
3,8684.0,7.86,4.991378692128644,2.868621307871356,True,101134
2,11264.0,2.18,4.998428657158803,-2.8184286571588024,True,145542
1,11392.0,7.98,4.999429524221904,2.980570475778096,True,25162
3,8087.0,7.89,4.989905889728019,2.900094110271981,True,23605
3,5809.0,2.34,4.9842860507520985,-2.6442860507520987,True,42091
6,15959.0,2.24,5.007270887566458,-2.7672708875664576,True,31265
8,6267.0,2.22,4.981990487691007,-2.761990487691007,True,40969
3,8846.0,7.61,4.991778347051427,2.6182216529485736,True,87589
7,14344.0,7.95,5.002601583033122,2.9473984169668785,True,70143
2,6808.0,2.14,4.987435679776581,-2.847435679776581,True,7569
7,8825.0,7.94,4.98898617859585,2.9510138214041506,True,77841
8,5882.0,7.84,4.9810406904979745,2.8589593095020254,True,139482
1,11245.0,2.35,4.999066874384565,-2.6490668743845647,True,21732
3,10214.0,7.67,4.995153210843815,2.6748467891561853,True,174708
9,14924.0,7.65,5.002662265668934,2.6473377343310665,True,3802
8,18556.0,2.08,5.012307520691484,-2.9323075206914844,True,125708
4,11832.0,7.62,4.998459735726261,2.6215402642737393,True,106240
10,17488.0,2.34,5.0083025779399755,-2.6683025779399756,True,46326
6,12496.0,2.24,4.998727646840552,-2.758727646840552,True,83030
1,9866.0,2.32,4.995664873529519,-2.6756648735295188,True,199615
3,13331.0,2.28,5.002842867598838,-2.7228428675988385,True,160073
2,18966.0,7.86,5.017429535030857,2.8425704649691435,True,15691
7,14458.0,7.96,5.002882821682488,2.957117178317512,True,115765
7,5603.0,7.63,4.981037486242727,2.648962513757273,True,63576
5,11952.0,2.1,4.998070686075814,-2.898070686075814,True,176557
3,6493.0,2.31,4.985973482648292,-2.6759734826482924,True,121192
8,9488.0,7.83,4.989936713038435,2.8400632869615654,True,43341
5,12633.0,2.11,4.999750716954919,-2.8897507169549193,True,1437
2,12333.0,2.09,5.00106588624803,-2.9110658862480303,True,178178
4,18054.0,7.87,5.013809445167953,2.8561905548320468,True,192631
9,6968.0,7.99,4.9830347683500475,3.0069652316499527,True,117824
3,13294.0,2.13,5.0027515883880795,-2.8727515883880796,True,98881
10,5444.0,7.65,4.978589961335064,2.671410038664936,True,170648
10,12423.0,2.12,4.995807194088774,-2.8758071940887735,True,52750
10,15031.0,2.28,5.002241144944437,-2.722241144944437,True,61468
9,12103.0,7.9,4.995702842599982,2.904297157400018,True,54163
3,19350.0,2.3,5.017691774884205,-2.717691774884205,True,70319
2,5710.0,7.69,4.984726907522164,2.705273092477836,True,165408
6,11710.0,2.19,4.996788580363347,-2.806788580363347,True,145362
8,15887.0,2.29,5.005723082488354,-2.7157230824883536,True,68467
6,18805.0,7.86,5.014291985777814,2.845708014222186,True,168034
6,18203.0,2.25,5.012806848348708,-2.762806848348708,True,117749
2,13789.0,7.88,5.004657846541682,2.875342153458318,True,74688
6,9102.0,2.13,4.990354629507684,-2.8603546295076843,True,176673
10,5859.0,7.98,4.979613768698983,3.0003862313010172,True,158089
4,9928.0,7.66,4.993762556880715,2.666237443119285,True,77001
6,17953.0,2.37,5.012190096924661,-2.6421900969246606,True,140522
7,15805.0,7.74,5.006205878355256,2.7337941216447446,True,29243
5,5471.0,7.87,4.982082022158807,2.8879179778411928,True,110856
10,12559.0,2.32,4.996142706863456,-2.676142706863456,True,110734
9,12845.0,2.02,4.997533360826555,-2.977533360826555,True,94734
1,18782.0,2.26,5.017660696316748,-2.757660696316748,True,196020
4,5800.0,7.6,4.9835787573668435,2.616421242633156,True,112849
8,15293.0,2.13,5.004257681104817,-2.874257681104817,True,10224
10,17051.0,2.1,5.00722449645074,-2.90722449645074,True,168728
5,11558.0,7.94,4.997098685831515,2.942901314168485,True,145610
8,17779.0,7.88,5.010390657265545,2.8696093427344547,True,68634
6,19967.0,2.08,5.017158646396787,-2.937158646396787,True,196287
6,6389.0,7.98,4.983661643053921,2.9963383569460795,True,154176
2,16655.0,7.65,5.011728284866963,2.6382717151330377,True,138087
3,9515.0,7.71,4.993428773862178,2.7165712261378223,True,18976
9,7820.0,7.59,4.985136657203201,2.604863342796799,True,128746
9,8388.0,2.24,4.986537916438637,-2.746537916438637,True,156769
3,17881.0,7.66,5.014067743516502,2.6459322564834977,True,36836
6,11578.0,7.76,4.99646293561145,2.76353706438855,True,74647
2,9602.0,2.3,4.994328493691736,-2.694328493691736,True,142105
1,19151.0,2.03,5.018571021418642,-2.988571021418642,True,134034
7,12746.0,7.8,4.998659307930611,2.801340692069389,True,82665
5,11364.0,2.36,4.9966200867264545,-2.6366200867264546,True,196487
8,17545.0,7.96,5.009813377932637,2.9501866220673634,True,75473
1,17337.0,7.88,5.014095873085753,2.8659041269142467,True,8470
10,17340.0,2.37,5.007937461096939,-2.6379374610969393,True,185212
2,15556.0,2.05,5.00901704560685,-2.95901704560685,True,26266
5,9240.0,7.78,4.9913801666277475,2.7886198333722527,True,163117
7,18843.0,2.37,5.01370064166028,-2.6437006416602795,True,33479
5,19633.0,7.77,5.017019756828248,2.752980243171751,True,57609
6,6145.0,2.25,4.9830596936640505,-2.7330596936640505,True,144329
6,9589.0,7.86,4.991556061281728,2.868443938718272,True,191251
7,16798.0,7.7,5.0086556150115715,2.6913443849884287,True,171460
3,12112.0,2.35,4.999835587655183,-2.649835587655183,True,112295
9,9698.0,7.8,4.989769693900645,2.8102303060993545,True,133301
5,17457.0,7.99,5.01165155243334,2.9783484475666606,True,169619
2,14215.0,2.01,5.005708790968259,-2.9957087909682594,True,23594
1,11329.0,7.98,4.999274102863044,2.9807258971369563,True,80200
7,18178.0,2.31,5.012060082872313,-2.7020600828723134,True,36618
9,10856.0,2.11,4.9926264864968335,-2.8826264864968336,True,75224
8,14743.0,2.04,5.002900827971913,-2.9629008279719127,True,174430
6,8038.0,7.96,4.987729735446938,2.972270264553062,True,26987
7,15206.0,7.76,5.004728141943238,2.755271858056762,True,102357
9,5266.0,2.01,4.978835924655132,-2.9688359246551324,True,42731
10,5125.0,2.23,4.97780298651798,-2.74780298651798,True,31421
4,11795.0,7.72,4.998368456515501,2.7216315434844986,True,25948
2,17740.0,2.16,5.014404986047328,-2.854404986047328,True,127327
7,11299.0,2.01,4.995089550688224,-2.9850895506882242,True,135302
3,11983.0,2.02,4.999517343920374,-2.979517343920374,True,138894
6,7452.0,2.32,4.986284070108971,-2.6662840701089707,True,28370
8,7639.0,2.21,4.98537521950618,-2.77537521950618,True,192796
7,19653.0,7.63,5.015698916274194,2.614301083725806,True,87495
9,18673.0,7.88,5.01191107002395,2.86808892997605,True,181025
5,16424.0,7.84,5.009103135549175,2.830896864450825,True,185679
9,13500.0,2.2,4.99914924955756,-2.7991492495575594,True,170590
2,17401.0,2.06,5.01356867111632,-2.95356867111632,True,144349
9,12707.0,7.71,4.997192914040481,2.7128070859595192,True,18067
5,16390.0,2.39,5.009019257355504,-2.6190192573555042,True,60472
9,15889.0,2.4,5.005042926165757,-2.605042926165757,True,3490
10,14259.0,2.13,5.000336616546979,-2.870336616546979,True,49939
2,10523.0,2.21,4.996600605937926,-2.7866006059379265,True,96266
3,8945.0,7.93,4.99202258061535,2.9379774193846497,True,17728
3,7800.0,7.71,4.9891978590932125,2.7208021409067875,True,164293
6,11997.0,2.14,4.997496610998153,-2.857496610998153,True,163427
5,16443.0,2.09,5.009150008657403,-2.919150008657403,True,184337
6,18129.0,7.74,5.01262428992719,2.7273757100728107,True,181920
5,15986.0,7.77,5.008022587054244,2.7619774129457557,True,134384
10,18166.0,7.75,5.009975207801992,2.7400247921980077,True,134085
7,19656.0,2.15,5.015706317291283,-2.865706317291283,True,182021
6,14116.0,7.68,5.00272419606838,2.67727580393162,True,184877
9,14156.0,7.79,5.00076760529426,2.7892323947057402,True,45330
5,13264.0,2.34,5.0013073975492155,-2.6613073975492156,True,124492
1,14645.0,7.74,5.00745469375161,2.73254530624839,True,4894
10,11765.0,7.94,4.994183904340681,2.9458160956593193,True,41280
9,12845.0,8.0,4.997533360826555,3.002466639173445,True,44576
9,8717.0,2.09,4.9873495613126835,-2.8973495613126836,True,8333
4,13547.0,2.16,5.002690650495226,-2.842690650495226,True,184344
1,6214.0,2.28,4.986655368727034,-2.706655368727034,True,78650
4,14861.0,7.99,5.00593229598002,2.9840677040199806,True,42559
4,13384.0,7.91,5.002288528566747,2.9077114714332533,True,130297
3,6902.0,2.22,4.986982487978033,-2.766982487978033,True,174926
2,18206.0,7.82,5.015554610701753,2.8044453892982473,True,6614
3,13997.0,2.1,5.0044858933925,-2.9044858933925,True,58493
5,5303.0,7.91,4.981667565201848,2.9283324347981523,True,112902
1,16815.0,2.2,5.012808096112342,-2.8128080961123416,True,81614
2,18067.0,2.13,5.015211696909983,-2.885211696909983,True,20890
8,11965.0,2.09,4.996047486147897,-2.906047486147897,True,171890
5,15570.0,7.7,5.006996312684629,2.693003687315371,True,159673
2,10113.0,7.91,4.995589133602489,2.9144108663975112,True,140912
9,12983.0,2.39,4.9978738076126294,-2.6078738076126293,True,167402
1,12025.0,7.89,5.000991138827593,2.8890088611724067,True,80414
10,6302.0,7.82,4.980706652222396,2.8392933477776046,True,11141
10,19383.0,2.1,5.012977553734255,-2.912977553734255,True,187769
9,11581.0,7.63,4.994415065626571,2.635584934373429,True,6992
3,16603.0,7.95,5.010914910236772,2.9390850897632284,True,119821
9,14024.0,7.8,5.0004419605423625,2.7995580394576374,True,182063
6,12570.0,2.11,4.99891020526207,-2.88891020526207,True,32930
7,7669.0,2.37,4.986134320011055,-2.6161343200110547,True,65575
4,8489.0,2.0,4.990212535683898,-2.9902125356838978,True,36121
6,16682.0,2.18,5.009054532684803,-2.8290545326848027,True,101720
3,9489.0,7.62,4.993364631714077,2.626635368285923,True,78624
9,13671.0,2.15,4.999571107531608,-2.849571107531608,True,8739
4,9049.0,7.91,4.991594058873764,2.9184059411262364,True,186810
10,11487.0,7.63,4.99349807675714,2.63650192324286,True,197883
9,11318.0,2.17,4.993766243128473,-2.823766243128473,True,179870
9,8109.0,2.02,4.9858496218493995,-2.9658496218493995,True,44113
1,7666.0,7.83,4.990237460997901,2.8397625390020993,True,158379
1,9699.0,2.18,4.995252883578255,-2.8152528835782547,True,160422
7,19397.0,2.39,5.015067362815969,-2.6250673628159693,True,65969
9,8634.0,2.12,4.9871447998399,-2.8671447998399,True,55418
6,11851.0,2.38,4.99713642816651,-2.6171364281665097,True,77696
4,11642.0,7.6,4.997991004643985,2.602008995356015,True,104637
6,10063.0,2.04,4.9927254219817225,-2.9527254219817225,True,23789
3,10755.0,7.84,4.996487860925453,2.843512139074547,True,38833
9,5473.0,7.96,4.979346594834244,2.9806534051657563,True,65624
2,9767.0,7.81,4.994735549631606,2.8152644503683932,True,129702
10,5628.0,2.31,4.9790438903831635,-2.6690438903831635,True,88489
1,15895.0,2.09,5.010538450871848,-2.920538450871848,True,58570
8,7250.0,2.02,4.984415554290362,-2.9644155542903623,True,76464
2,7811.0,2.1,4.98991008648986,-2.8899100864898597,True,181408
10,13286.0,2.15,4.997936220004585,-2.8479362200045855,True,127837
4,6540.0,2.21,4.985404341582024,-2.775404341582024,True,6470
8,18507.0,2.2,5.012186637412371,-2.8121866374123705,True,118887
1,6163.0,7.98,4.9865295514365275,2.993470448563473,True,131146
5,5343.0,2.25,4.981766245429696,-2.7317662454296956,True,75136
3,14874.0,7.74,5.006649457388059,2.733350542611941,True,6450
7,16616.0,2.38,5.008206619974866,-2.6282066199748657,True,133785
6,14846.0,2.34,5.004525110226599,-2.6645251102265988,True,42948
6,16208.0,2.2,5.0078851719848085,-2.8078851719848084,True,155330
10,12042.0,7.88,4.9948672649185255,2.8851327350814744,True,193437
3,18773.0,2.25,5.016268312597504,-2.7662683125975036,True,92696
3,9456.0,7.77,4.993283220526102,2.7767167794738974,True,83065
4,5849.0,7.91,4.983699640645956,2.9263003593540438,True,23681
8,16013.0,2.3,5.006033925206074,-2.706033925206074,True,193603
8,13463.0,7.62,4.99974306068079,2.6202569393192103,True,11911
5,9085.0,2.06,4.990997780744838,-2.9309977807448377,True,31859
4,7156.0,2.22,4.986924017090876,-2.766924017090876,True,126785
4,6624.0,2.37,4.985611570060504,-2.615611570060504,True,162730
7,10154.0,7.91,4.9922648291660865,2.9177351708339136,True,1971
10,14218.0,2.0,5.000235469313434,-3.0002354693134343,True,18370
10,12992.0,7.81,4.9972109203299055,2.812789079670094,True,6741
2,17752.0,2.03,5.014434590115683,-2.9844345901156832,True,169526
3,18737.0,2.28,5.0161795003924405,-2.7361795003924407,True,127909
1,15678.0,7.93,5.0100031106357745,2.919996889364225,True,144071
2,17403.0,7.65,5.013573605127712,2.636426394872288,True,46259
4,18772.0,2.13,5.015580755257818,-2.885580755257818,True,70302
7,14965.0,2.06,5.004133593570455,-2.9441335935704553,True,11383
1,13126.0,2.07,5.003707312099098,-2.933707312099098,True,120867
5,16620.0,7.75,5.009586668665628,2.7404133313343717,True,1560
7,15599.0,2.21,5.00569767518184,-2.79569767518184,True,33709
6,16407.0,7.91,5.008376106118351,2.9016238938816494,True,34122
6,14646.0,2.13,5.004031709087361,-2.874031709087361,True,101670
7,19561.0,7.88,5.015471951750144,2.8645280482498556,True,118745
7,7963.0,7.71,4.986859619685735,2.7231403803142653,True,42151
7,12643.0,7.79,4.998405206343903,2.791594793656097,True,38932
3,8736.0,7.99,4.991506976424846,2.998493023575154,True,4499
8,15053.0,7.85,5.003665599737731,2.8463344002622684,True,116308
9,6668.0,2.21,4.982294666641191,-2.7722946666411907,True,73704
10,17219.0,2.25,5.0076389534077,-2.7576389534077004,True,147596
10,7507.0,7.62,4.9836793940863044,2.6363206059136957,True,147902
10,10536.0,8.0,4.991151954340063,3.0088480456599367,True,220
10,7692.0,7.9,4.984135790140099,2.915864209859901,True,170374
8,17226.0,7.94,5.009026403115552,2.9309735968844484,True,183508
2,19257.0,7.77,5.018147433688449,2.751852566311551,True,8608
10,18672.0,7.87,5.011223512684264,2.858776487315736,True,43485
5,5531.0,2.29,4.982230042500579,-2.6922300425005794,True,112298
1,12116.0,7.76,5.001215636345946,2.758784363654054,True,40910
2,17969.0,2.06,5.014969930351756,-2.9549699303517563,True,143175
6,6490.0,7.79,4.983910810629236,2.8060891893707645,True,16254
5,14185.0,2.13,5.003579509795406,-2.873579509795406,True,131077
5,12593.0,7.98,4.999652036727071,2.980347963272929,True,182535
2,16487.0,2.35,5.011313827910002,-2.661313827910002,True,65749
8,11783.0,2.12,4.99559849111119,-2.87559849111119,True,86590
6,12146.0,2.26,4.997864194846886,-2.7378641948468863,True,180008
1,8803.0,2.28,4.993042446474469,-2.713042446474469,True,182569
6,15509.0,7.83,5.0061607350031725,2.8238392649968276,True,69633
1,15491.0,7.94,5.009541780570586,2.930458219429414,True,143228
4,8201.0,2.32,4.989502038043395,-2.669502038043395,True,10789
10,7753.0,2.38,4.984286277487567,-2.6042862774875672,True,73871
8,17671.0,7.75,5.010124220650356,2.739875779349644,True,128493
1,8977.0,2.2,4.993471705465606,-2.793471705465606,True,59681
2,14669.0,2.0,5.006828811554329,-3.006828811554329,True,165095
6,13483.0,7.75,5.001162581462691,2.748837418537309,True,3274
7,14510.0,2.06,5.00301110597869,-2.9430111059786896,True,145998
10,16076.0,7.63,5.004819165896955,2.6251808341030447,True,26616
8,19685.0,2.23,5.015092770122482,-2.7850927701224824,True,66280
1,19800.0,2.2,5.020172108115469,-2.820172108115469,True,36879
10,6951.0,2.24,4.982307738919223,-2.742307738919223,True,131924
9,12066.0,2.35,4.9956115633892235,-2.6456115633892234,True,43662
7,17508.0,7.89,5.010407189055867,2.879592810944133,True,149709
6,5004.0,2.12,4.980244840164698,-2.8602448401646976,True,129076
2,8281.0,2.28,4.9910695791670685,-2.7110695791670687,True,175982
1,12021.0,7.98,5.000981270804808,2.979018729195192,True,146027
5,6693.0,2.16,4.985096703119551,-2.8250967031195513,True,22336
4,13128.0,2.01,5.0016569751085225,-2.9916569751085227,True,28696
2,8042.0,7.63,4.9904799648056795,2.6395200351943204,True,91705
5,12802.0,7.85,5.000167640917575,2.8498323590824244,True,37676
8,13921.0,2.18,5.000872949289644,-2.8208729492896443,True,15955
5,18691.0,2.31,5.014695837462438,-2.7046958374624377,True,156580
9,19468.0,2.33,5.01387233955242,-2.68387233955242,True,196758
5,6109.0,7.77,4.9836559717929765,2.786344028207023,True,124709
3,12916.0,7.61,5.0018190602349195,2.608180939765081,True,177652
1,7019.0,2.13,4.9886413083124665,-2.8586413083124667,True,76305
4,10414.0,2.2,4.9949615216490635,-2.7949615216490633,True,124034
7,16318.0,2.21,5.007471452277401,-2.797471452277401,True,64735
4,16582.0,2.02,5.010178012783162,-2.990178012783162,True,149418
7,18824.0,2.22,5.013653768552053,-2.7936537685520526,True,68196
1,15482.0,7.83,5.009519577519321,2.8204804224806788,True,116945
2,14895.0,2.31,5.007386354841668,-2.6973863548416683,True,102682
10,13489.0,2.14,4.998437022160912,-2.858437022160912,True,106057
9,8285.0,2.32,4.986283814851929,-2.6662838148519294,True,69131
5,12079.0,7.84,4.99838399579923,2.8416160042007697,True,34028
4,14630.0,7.7,5.0053624176642,2.6946375823358,True,120645
1,14025.0,2.12,5.005925150219972,-2.885925150219972,True,117232
2,10052.0,7.88,4.995438646255021,2.884561353744979,True,100517
8,15340.0,7.61,5.0043736303725375,2.605626369627463,True,94495
2,8925.0,7.88,4.992658330835415,2.8873416691645852,True,152584
6,13706.0,2.3,5.0017127237329415,-2.7017127237329417,True,117624
7,7706.0,7.7,4.986225599221814,2.7137744007781865,True,14932
10,13563.0,2.15,4.99861958058243,-2.84861958058243,True,21653
3,14505.0,2.23,5.005739132286165,-2.7757391322861653,True,97880
4,7304.0,7.81,4.9872891339339125,2.822710866066087,True,39023
4,16514.0,2.28,5.010010256395821,-2.7300102563958215,True,174403
1,18692.0,7.75,5.01743866580409,2.7325613341959096,True,81692
8,9380.0,2.35,4.989670276423246,-2.6396702764232463,True,93121
7,18111.0,2.1,5.0118947934906695,-2.9118947934906694,True,12651
3,13708.0,2.17,5.003772928746302,-2.833772928746302,True,87945
9,8251.0,7.79,4.986199936658259,2.8038000633417415,True,135106
2,17085.0,2.09,5.0127890973163245,-2.9227890973163246,True,164644
2,8652.0,2.26,4.991984838280355,-2.731984838280355,True,131412
3,13027.0,7.84,5.002092897867197,2.837907102132803,True,134669
4,19691.0,2.24,5.017847933492616,-2.777847933492616,True,120784
5,18937.0,7.92,5.0153027208637,2.9046972791362995,True,190810
7,10532.0,2.16,4.9931973573192465,-2.8331973573192464,True,76240
4,13765.0,7.96,5.003228457736996,2.956771542263004,True,184588
1,18354.0,2.3,5.016604817878778,-2.7166048178787783,True,133569
6,10462.0,2.05,4.993709757254502,-2.943709757254502,True,158315
8,12069.0,7.64,4.996304054740301,2.643695945259699,True,159742
8,9259.0,7.83,4.989371768734007,2.8406282312659927,True,83018
5,6113.0,2.03,4.983665839815761,-2.9536658398157614,True,68864
5,13073.0,7.66,5.000836199461243,2.6591638005387574,True,149621
1,8766.0,7.64,4.99295116726371,2.6470488327362895,True,64162
1,15795.0,2.08,5.010291750302228,-2.930291750302228,True,181160
6,5473.0,7.8,4.981401865836211,2.818598134163789,True,184532
4,14563.0,7.78,5.005197128282555,2.774802871717445,True,75154
6,17631.0,2.27,5.011395721090487,-2.741395721090487,True,122178
8,13908.0,2.15,5.000840878215594,-2.850840878215594,True,163574
9,10706.0,7.71,4.992256435642405,2.717743564357595,True,135445
5,10267.0,7.99,4.993913781477734,2.996086218522266,True,15887
7,19280.0,2.3,5.014778723149515,-2.7147787231495153,True,151790
4,16599.0,7.87,5.010219951879997,2.859780048120003,True,169241
10,12768.0,7.73,4.9966583110539595,2.733341688946041,True,142112
3,11493.0,7.97,4.998308511129241,2.971691488870759,True,93432
7,7967.0,7.91,4.986869487708519,2.923130512291481,True,107144
9,15165.0,7.63,5.003256814041715,2.6267431859582846,True,141561
1,7323.0,7.82,4.989391278044108,2.830608721955892,True,34995
5,14154.0,2.24,5.003503032618824,-2.763503032618824,True,33608
2,11740.0,7.63,4.999602951870189,2.6303970481298107,True,39459
1,18511.0,7.74,5.01699213777308,2.72300786222692,True,37493
9,9189.0,7.66,4.9885139880012845,2.6714860119987156,True,152238
3,18865.0,2.36,5.016495277121553,-2.6564952771215533,True,187716
5,15086.0,7.69,5.005802281927673,2.684197718072327,True,142500
3,18777.0,7.99,5.016278180620288,2.973721819379712,True,44817
1,7316.0,2.16,4.9893740090042344,-2.8293740090042343,True,192623
6,13309.0,2.12,5.000733322471555,-2.8807333224715546,True,169973
4,14752.0,2.25,5.005663392359135,-2.7556633923591347,True,86133
6,6126.0,2.28,4.983012820555823,-2.703012820555823,True,171846
9,12250.0,7.85,4.996065492437322,2.853934507562678,True,21113
6,18115.0,2.13,5.012589751847443,-2.8825897518474433,True,55714
4,6756.0,2.01,4.985937214812401,-2.975937214812401,True,161422
3,18494.0,7.83,5.015580018008267,2.8144199819917333,True,67791
4,6856.0,7.66,4.9861839153820195,2.6738160846179806,True,64150
8,13493.0,2.28,4.999817070851675,-2.719817070851675,True,55202
7,5165.0,2.15,4.9799569377477955,-2.8299569377477956,True,98853
5,14605.0,7.96,5.004615652187805,2.9553843478121946,True,165990
9,12086.0,2.35,4.995660903503147,-2.645660903503147,True,187323
9,18911.0,7.69,5.012498217379642,2.677501782620358,True,145365
4,11216.0,7.71,4.996940060217407,2.7130599397825925,True,58556
9,18698.0,2.34,5.0119727451663545,-2.6719727451663546,True,128678
7,14477.0,2.17,5.002929694790716,-2.8329296947907157,True,171538
7,11563.0,7.81,4.995740840192018,2.814259159807982,True,157728
6,15476.0,7.98,5.006079323815198,2.973920676184802,True,167492
7,17764.0,2.33,5.011038742514091,-2.681038742514091,True,33153
6,9609.0,7.73,4.991605401395653,2.738394598604348,True,112769
9,17002.0,2.38,5.007788703505616,-2.627788703505616,True,196123
1,12763.0,7.86,5.002811789031381,2.8571882109686193,True,165198
1,10259.0,7.96,4.996634406768122,2.9633655932318783,True,72046
10,9683.0,7.62,4.989047598481213,2.630952401518787,True,25495
6,18352.0,7.72,5.01317443219744,2.70682556780256,True,60974
1,12268.0,2.16,5.001590621211767,-2.8415906212117665,True,129948
1,16346.0,2.18,5.011651070440829,-2.8316510704408286,True,141134
7,16546.0,7.95,5.008033929576132,2.9419660704238684,True,48217
9,9973.0,7.61,4.990448120467097,2.619551879532903,True,151817
4,8637.0,2.0,4.990577652526934,-2.990577652526934,True,120215
7,17391.0,7.64,5.0101185493894125,2.629881450610587,True,155211
8,9413.0,2.22,4.9897516876112205,-2.7697516876112203,True,103760
5,15844.0,2.07,5.007672272245385,-2.937672272245385,True,84445
6,8178.0,2.03,4.988075116244405,-2.958075116244405,True,74642
1,13167.0,7.69,5.0038084593326415,2.686191540667359,True,181053
8,5438.0,7.88,4.979945339968866,2.9000546600311337,True,111060
2,11176.0,2.34,4.998211560657539,-2.6582115606575387,True,153960
8,15840.0,2.11,5.005607133220633,-2.8956071332206332,True,72497
1,15323.0,7.69,5.009127323613627,2.6808726763863735,True,98791
9,7027.0,7.77,4.983180321686122,2.7868196783138774,True,16015
